user_id,time_seq,time_point,cate_8_time_point,lookcate8num,lookcate8brandnum
213597,16,6,6,13,2
213598,71,40,15,24,10
213599,50,13,7,41,5
213600,33,14,14,23,6
213601,39,35,13,25,10
213602,48,19,11,22,4
213603,61,31,8,8,6
213604,48,14,5,9,4
213605,46,16,8,18,8
213606,57,16,4,7,4
213607,43,30,12,23,8
213608,45,13,8,5,4
213609,47,24,5,5,4
213610,8,6,2,5,2
213611,72,18,14,56,5
213612,19,5,4,9,1
213613,59,8,7,8,4
213614,61,24,10,32,7
213615,70,53,21,26,11
213616,55,36,10,64,11
213617,22,6,5,4,4
213618,46,23,11,22,7
213619,42,10,5,8,2
213620,1,1,1,1,1
213621,32,10,9,21,9
213622,44,10,5,8,3
213623,35,10,5,18,1
213624,-1,4,0,0,0
213625,54,11,6,28,5
213626,33,16,5,14,5
213627,67,8,8,5,1
213628,68,33,1,1,1
213629,2,4,1,3,3
213630,49,11,5,8,2
213631,49,20,5,14,4
213632,49,20,11,47,12
213633,33,4,2,2,2
213634,68,14,7,8,4
213635,71,17,6,11,5
213636,56,17,5,9,4
213637,1,2,1,1,1
213638,50,10,4,8,3
213639,24,21,5,13,4
213640,34,13,12,8,7
213641,52,13,3,12,1
213642,11,5,5,15,2
213643,37,31,14,21,7
213644,40,9,4,5,3
213645,62,16,5,18,1
213646,27,13,7,9,5
213647,70,13,10,13,5
213648,74,15,9,4,1
213649,36,21,8,16,6
213650,37,8,5,8,5
213651,34,6,5,5,2
213652,57,24,11,18,7
213653,41,6,5,14,2
213654,9,3,3,4,2
213655,65,6,6,8,3
213656,52,35,8,6,4
213657,27,7,7,14,4
213658,60,5,4,9,2
213659,0,3,0,0,0
213660,6,1,1,1,1
213661,35,18,4,8,3
213662,67,9,6,20,7
213663,59,14,8,12,3
213664,39,6,6,14,6
213665,11,3,3,6,4
213666,39,27,17,18,6
213667,52,5,5,9,1
213668,11,20,3,8,2
213669,41,45,12,24,3
213670,34,24,4,15,5
213671,73,10,7,29,9
213672,61,15,14,18,6
213673,36,11,10,31,3
213674,3,7,2,5,2
213675,20,20,7,37,7
213676,48,9,8,31,8
213677,14,4,4,11,5
213678,51,16,6,7,5
213679,66,13,13,16,7
213680,71,7,6,5,3
213681,1,1,1,1,0
213682,67,25,12,8,3
213683,33,2,2,2,2
213684,38,19,9,22,2
213685,46,21,6,12,6
213686,34,17,7,5,1
213687,55,8,4,9,1
213688,40,9,5,12,5
213689,34,18,10,12,5
213690,55,35,12,20,6
213691,69,13,10,4,2
213692,66,14,12,26,6
213693,58,16,3,5,3
213694,33,14,7,15,5
213695,55,35,13,11,9
213696,39,14,5,10,5
213697,35,13,11,13,4
213698,15,7,6,26,7
213699,0,0,0,0,0
213700,32,11,6,4,2
213701,45,19,2,5,5
213702,57,14,10,19,6
213703,32,13,8,8,4
213704,55,6,6,5,3
213705,36,24,10,35,14
213706,44,28,6,9,4
213707,35,19,7,12,4
213708,34,23,7,5,3
213709,50,3,2,4,3
213710,73,12,11,8,4
213711,69,33,4,5,3
213712,31,8,8,14,3
213713,45,15,5,4,3
213714,3,4,4,9,5
213715,35,9,3,5,2
213716,32,10,2,3,2
213717,23,7,7,27,4
213718,20,9,7,17,5
213719,74,9,8,20,5
213720,52,14,8,11,8
213721,13,12,3,6,2
213722,0,2,0,0,0
213723,67,13,8,22,7
213724,43,4,4,22,5
213725,47,17,5,8,4
213726,72,18,13,28,8
213727,74,18,15,30,6
213728,10,4,4,16,7
213729,69,24,11,12,5
213730,21,32,7,24,7
213731,72,44,26,34,8
213732,71,39,14,8,2
213733,70,10,8,16,7
213734,28,9,6,8,2
213735,49,20,7,41,3
213736,39,8,5,13,6
213737,0,0,0,0,0
213738,35,10,6,9,4
213739,47,5,4,23,5
213740,15,8,8,22,9
213741,68,23,4,4,3
213742,74,11,7,6,2
213743,0,4,1,3,3
213744,51,10,7,8,3
213745,72,14,9,13,4
213746,19,6,5,12,4
213747,70,6,5,5,2
213748,25,14,7,12,4
213749,47,2,2,6,2
213750,33,7,7,11,4
213751,41,23,7,11,6
213752,18,14,3,6,2
213753,41,12,11,9,4
213754,18,6,3,9,7
213755,66,17,6,14,6
213756,72,15,13,12,4
213757,49,33,9,18,7
213758,33,21,10,14,4
213759,21,6,5,16,5
213760,48,10,7,16,7
213761,62,14,9,2,1
213762,72,12,10,18,6
213763,43,6,6,6,3
213764,51,18,9,39,10
213765,53,22,14,22,8
213766,25,14,6,12,3
213767,52,12,12,16,2
213768,74,11,10,15,1
213769,44,18,6,12,4
213770,53,14,8,20,3
213771,33,24,6,14,7
213772,54,14,13,8,5
213773,53,23,10,11,2
213774,61,6,2,4,3
213775,53,8,8,19,6
213776,39,25,11,56,9
213777,9,3,1,1,1
213778,52,44,5,5,4
213779,1,4,1,7,5
213780,62,17,4,16,4
213781,12,6,5,14,6
213782,48,12,12,13,1
213783,36,5,3,6,3
213784,0,0,0,0,0
213785,3,2,2,4,2
213786,12,16,4,12,4
213787,74,8,7,26,3
213788,44,9,3,6,2
213789,52,11,8,31,9
213790,69,38,6,3,3
213791,63,13,9,34,8
213792,67,29,12,20,10
213793,0,2,0,0,0
213794,70,23,3,3,3
213795,31,4,4,4,3
213796,45,17,5,17,5
213797,70,17,7,25,5
213798,47,8,5,21,5
213799,73,11,9,19,10
213800,61,9,7,16,5
213801,43,11,8,19,7
213802,44,9,7,14,5
213803,61,4,3,4,2
213804,50,7,7,13,2
213805,51,23,6,3,2
213806,53,11,6,4,2
213807,22,9,9,27,7
213808,7,10,3,29,9
213809,15,8,2,8,5
213810,61,24,15,16,2
213811,36,8,5,19,7
213812,39,8,8,38,8
213813,46,16,16,22,10
213814,32,12,2,5,1
213815,26,4,3,8,4
213816,73,36,16,37,8
213817,69,30,5,7,2
213818,44,6,6,13,3
213819,43,37,15,48,3
213820,25,7,3,6,3
213821,68,10,10,9,3
213822,70,22,8,9,5
213823,42,9,5,27,6
213824,59,14,12,32,10
213825,70,37,10,13,10
213826,-1,0,0,0,0
213827,67,22,10,25,5
213828,20,4,2,2,2
213829,31,5,3,6,3
213830,31,13,11,23,6
213831,26,4,4,2,1
213832,58,7,6,56,15
213833,33,17,5,10,5
213834,74,11,9,21,5
213835,6,2,1,1,1
213836,58,13,9,14,6
213837,44,5,3,18,3
213838,5,3,2,2,2
213839,64,16,6,9,4
213840,60,17,4,7,2
213841,70,24,11,19,6
213842,48,16,4,8,1
213843,38,5,4,7,1
213844,63,18,10,17,7
213845,15,9,4,9,1
213846,16,8,6,11,4
213847,71,10,6,28,6
213848,47,25,8,7,5
213849,74,8,8,20,7
213850,10,4,4,10,4
213851,66,43,15,18,10
213852,7,3,2,2,2
213853,55,27,8,38,1
213854,1,1,1,5,2
213855,70,16,7,32,6
213856,60,2,1,1,1
213857,45,24,14,16,2
213858,59,17,8,9,3
213859,8,4,4,12,3
213860,37,27,6,9,5
213861,2,3,2,6,2
213862,51,14,3,19,2
213863,44,12,4,4,3
213864,27,9,5,16,6
213865,60,19,6,8,7
213866,51,15,11,12,5
213867,40,11,7,5,3
213868,73,35,8,19,4
213869,49,16,6,4,2
213870,39,7,7,12,1
213871,45,39,13,31,7
213872,1,2,1,3,2
213873,74,6,6,7,3
213874,29,10,6,19,8
213875,74,3,3,4,2
213876,62,10,7,7,4
213877,55,8,8,16,5
213878,41,2,2,18,6
213879,58,18,10,7,3
213880,70,22,11,14,3
213881,41,18,5,8,6
213882,55,66,18,18,2
213883,21,7,7,8,2
213884,40,14,8,26,10
213885,33,10,5,4,2
213886,57,15,2,3,2
213887,25,17,8,12,5
213888,36,11,8,21,4
213889,60,8,8,35,4
213890,33,12,10,30,3
213891,39,18,10,18,6
213892,56,5,3,19,3
213893,64,16,14,13,5
213894,39,6,6,8,1
213895,73,27,11,10,5
213896,48,3,2,2,1
213897,16,2,2,6,2
213898,31,13,5,15,2
213899,44,9,1,6,4
213900,29,18,11,15,4
213901,42,13,12,11,3
213902,72,5,5,2,1
213903,54,20,4,8,3
213904,55,7,6,21,10
213905,59,16,6,14,7
213906,11,7,6,10,5
213907,53,35,7,16,3
213908,58,23,10,17,6
213909,46,15,9,11,7
213910,24,16,5,19,3
213911,1,3,1,6,5
213912,53,11,7,9,5
213913,14,18,8,30,8
213914,29,2,1,1,1
213915,63,17,12,52,7
213916,71,9,7,14,7
213917,71,19,10,32,5
213918,57,11,10,28,10
213919,17,2,2,5,3
213920,54,16,12,26,10
213921,66,11,11,36,6
213922,64,20,18,29,1
213923,32,13,3,8,1
213924,70,4,3,2,2
213925,62,21,8,11,2
213926,0,0,0,0,0
213927,33,6,6,4,4
213928,60,13,9,15,5
213929,28,32,4,11,4
213930,43,7,4,2,2
213931,20,8,6,25,8
213932,58,22,9,13,1
213933,0,0,0,0,0
213934,54,8,8,8,4
213935,73,17,12,14,1
213936,36,10,8,21,7
213937,37,24,13,29,10
213938,14,2,2,3,3
213939,39,25,3,5,2
213940,74,18,14,18,2
213941,51,5,4,7,4
213942,65,11,5,10,3
213943,40,12,12,35,6
213944,58,11,8,13,3
213945,53,7,6,8,2
213946,73,8,6,5,4
213947,48,5,4,12,7
213948,74,20,4,13,4
213949,37,9,2,4,2
213950,51,13,4,4,2
213951,38,22,8,22,3
213952,38,6,6,23,8
213953,45,15,11,24,9
213954,53,8,8,6,4
213955,44,14,3,13,7
213956,0,0,0,0,0
213957,72,19,8,8,2
213958,20,4,3,7,3
213959,8,28,5,24,9
213960,15,16,4,5,5
213961,20,6,6,13,8
213962,62,23,6,10,5
213963,43,18,7,3,1
213964,58,22,3,5,1
213965,6,9,4,11,2
213966,74,17,6,19,5
213967,34,7,6,17,4
213968,4,6,3,3,1
213969,52,13,12,30,2
213970,53,10,8,28,6
213971,50,13,6,14,4
213972,46,5,5,13,7
213973,58,8,8,11,4
213974,15,8,6,51,11
213975,43,13,5,13,2
213976,55,3,2,3,1
213977,50,12,7,25,11
213978,33,11,11,8,2
213979,31,14,1,1,1
213980,48,26,13,29,11
213981,33,5,5,5,1
213982,60,16,8,29,6
213983,44,4,2,12,3
213984,72,7,5,8,5
213985,26,16,6,8,2
213986,43,6,5,22,8
213987,59,25,11,20,6
213988,73,24,8,39,11
213989,34,4,4,13,5
213990,31,12,6,11,5
213991,45,8,2,6,5
213992,54,8,6,21,6
213993,43,7,5,4,2
213994,60,5,4,4,2
213995,1,3,1,1,1
213996,43,11,8,9,4
213997,60,28,9,43,6
213998,25,4,4,7,3
213999,14,13,3,2,2
214000,4,3,3,5,3
214001,49,6,2,4,2
214002,61,26,10,9,3
214003,72,1,1,1,1
214004,32,5,4,14,9
214005,40,38,10,10,2
214006,-1,0,0,0,0
214007,69,12,4,3,2
214008,54,25,6,15,2
214009,38,7,4,7,1
214010,20,4,4,15,6
214011,72,17,13,22,7
214012,50,13,6,6,3
214013,2,2,2,14,4
214014,50,29,8,28,2
214015,56,12,8,6,4
214016,64,28,24,31,7
214017,39,5,4,8,4
214018,36,19,2,3,2
214019,35,5,4,16,2
214020,7,4,4,11,3
214021,30,11,9,14,8
214022,60,9,7,12,1
214023,36,9,4,17,6
214024,47,8,3,3,2
214025,24,20,7,14,4
214026,41,4,4,9,1
214027,35,11,4,4,2
214028,21,21,9,44,12
214029,0,0,0,0,0
214030,57,9,9,2,2
214031,3,3,3,36,6
214032,48,5,4,15,4
214033,56,19,6,6,4
214034,43,19,6,8,5
214035,3,4,2,10,1
214036,44,8,8,8,3
214037,40,4,4,6,3
214038,37,22,6,4,3
214039,60,9,5,3,3
214040,40,8,2,12,6
214041,2,3,1,4,2
214042,55,20,10,27,5
214043,60,19,13,36,7
214044,39,5,3,4,2
214045,63,13,5,37,3
214046,37,18,12,27,3
214047,53,37,12,24,4
214048,43,5,5,16,4
214049,45,4,3,3,1
214050,30,5,4,5,3
214051,39,7,5,14,3
214052,45,9,5,1,1
214053,72,22,14,4,3
214054,18,10,5,7,2
214055,41,6,6,6,3
214056,73,9,3,4,1
214057,37,10,6,8,4
214058,38,7,4,13,1
214059,45,25,21,41,9
214060,72,33,10,10,9
214061,74,14,4,14,6
214062,44,5,5,26,7
214063,42,8,3,7,2
214064,0,7,1,2,1
214065,36,34,5,5,3
214066,14,6,5,8,2
214067,50,19,8,13,4
214068,44,27,5,7,3
214069,71,7,4,14,3
214070,66,54,18,70,12
214071,0,0,0,0,0
214072,68,15,2,2,1
214073,47,7,4,6,2
214074,59,29,7,28,9
214075,49,28,7,13,6
214076,22,18,3,3,2
214077,60,28,11,12,8
214078,61,19,12,22,8
214079,57,6,2,5,3
214080,49,9,3,6,2
214081,74,5,5,8,2
214082,31,15,5,8,7
214083,32,5,4,37,12
214084,31,15,5,5,3
214085,71,10,6,11,5
214086,43,18,5,10,3
214087,21,3,3,4,3
214088,38,17,16,109,13
214089,42,17,7,11,1
214090,26,5,3,5,4
214091,27,13,10,54,8
214092,45,14,4,5,4
214093,56,15,4,4,1
214094,16,5,1,6,5
214095,1,4,2,9,5
214096,54,20,4,2,1
214097,5,12,4,18,3
214098,37,22,8,37,6
214099,3,3,2,3,1
214100,3,2,2,19,5
214101,43,14,8,21,4
214102,67,14,13,21,4
214103,59,12,3,2,1
214104,57,18,11,41,11
214105,40,24,7,44,9
214106,47,30,10,17,4
214107,48,11,4,6,2
214108,32,7,7,28,5
214109,40,2,2,7,3
214110,58,18,7,6,3
214111,32,26,13,17,2
214112,60,11,4,11,1
214113,45,5,5,14,5
214114,39,15,7,11,3
214115,38,26,6,6,3
214116,36,12,2,11,3
214117,74,18,11,8,6
214118,64,16,10,19,5
214119,61,42,28,44,9
214120,72,18,2,3,2
214121,61,23,9,9,8
214122,61,29,10,15,6
214123,69,35,16,27,11
214124,65,9,9,14,8
214125,74,36,20,49,7
214126,24,12,4,8,5
214127,9,3,2,4,2
214128,27,14,14,3,2
214129,69,12,5,3,2
214130,72,4,4,11,4
214131,60,15,6,24,5
214132,1,1,1,2,1
214133,51,8,4,12,5
214134,27,13,2,5,3
214135,53,14,8,12,6
214136,58,11,9,10,1
214137,55,11,11,46,9
214138,25,6,3,7,2
214139,57,10,10,27,10
214140,59,14,7,7,6
214141,52,6,3,3,1
214142,-1,3,0,0,0
214143,49,15,6,23,1
214144,60,10,8,5,5
214145,0,0,0,0,0
214146,50,12,6,18,7
214147,14,5,5,11,3
214148,55,23,10,14,6
214149,22,8,7,10,8
214150,31,3,2,10,5
214151,60,5,5,6,5
214152,65,7,2,6,5
214153,16,2,1,1,1
214154,72,9,5,33,8
214155,37,9,3,3,3
214156,55,30,11,4,4
214157,51,28,6,18,7
214158,49,12,6,17,5
214159,70,21,9,26,3
214160,45,9,7,18,8
214161,50,6,5,8,3
214162,73,33,16,12,1
214163,13,5,2,3,2
214164,42,5,5,6,2
214165,44,20,11,21,5
214166,51,6,4,11,3
214167,27,9,7,9,3
214168,51,7,3,3,3
214169,7,3,1,5,4
214170,50,42,7,11,3
214171,40,9,2,2,2
214172,60,3,3,4,1
214173,38,5,4,6,3
214174,48,17,7,27,5
214175,1,2,1,1,1
214176,34,16,6,20,6
214177,3,8,1,2,1
214178,44,11,10,27,7
214179,20,11,3,6,3
214180,69,28,11,8,3
214181,35,27,17,15,3
214182,47,42,10,14,1
214183,50,15,10,9,2
214184,44,11,10,10,2
214185,74,12,11,6,2
214186,43,18,8,2,1
214187,43,21,3,3,3
214188,40,7,5,13,5
214189,62,19,5,16,9
214190,57,24,12,15,2
214191,46,14,8,9,5
214192,43,5,1,1,1
214193,63,13,5,1,1
214194,45,6,6,37,3
214195,7,5,4,2,1
214196,45,37,4,8,5
214197,29,5,4,14,4
214198,72,22,11,15,8
214199,46,21,1,1,1
214200,0,0,0,0,0
214201,55,47,16,49,15
214202,72,20,11,15,6
214203,24,7,7,20,9
214204,57,11,10,23,8
214205,61,9,4,11,4
214206,1,1,1,2,2
214207,58,7,5,15,6
214208,4,4,3,28,10
214209,65,12,6,5,3
214210,35,8,7,45,4
214211,62,34,9,20,11
214212,55,21,7,7,5
214213,69,14,12,36,9
214214,29,14,7,26,6
214215,32,16,8,46,9
214216,67,4,4,7,5
214217,1,1,1,25,5
214218,32,8,8,22,6
214219,44,5,4,7,2
214220,33,11,10,8,2
214221,61,23,10,7,5
214222,0,0,0,0,0
214223,31,3,3,6,4
214224,52,3,3,3,1
214225,60,15,9,42,8
214226,3,2,1,7,5
214227,18,5,4,6,2
214228,31,7,4,4,4
214229,54,18,4,8,4
214230,16,10,6,9,5
214231,61,11,11,15,3
214232,50,45,9,9,5
214233,7,10,4,4,3
214234,74,11,7,15,5
214235,26,18,4,15,3
214236,39,10,9,7,1
214237,20,13,8,29,8
214238,36,25,17,39,12
214239,43,15,10,47,4
214240,31,7,7,22,6
214241,74,12,8,46,1
214242,26,2,2,4,1
214243,46,8,5,8,5
214244,68,28,8,24,6
214245,19,8,4,12,7
214246,37,15,8,37,4
214247,34,24,7,21,4
214248,53,13,4,2,2
214249,37,6,5,12,1
214250,40,19,12,10,7
214251,51,13,7,8,1
214252,60,11,7,8,5
214253,44,12,6,8,4
214254,51,29,13,7,5
214255,72,9,7,5,4
214256,18,2,2,1,1
214257,26,16,11,35,8
214258,64,27,24,63,8
214259,72,37,6,8,5
214260,62,17,15,14,5
214261,26,3,2,1,1
214262,68,11,7,14,4
214263,44,10,6,5,5
214264,15,9,9,12,6
214265,48,11,10,20,5
214266,71,10,6,10,7
214267,13,4,1,2,2
214268,74,11,6,4,3
214269,19,4,2,8,4
214270,45,8,8,24,8
214271,2,8,2,8,5
214272,32,19,6,14,3
214273,40,4,4,19,1
214274,57,9,7,9,2
214275,9,7,5,15,7
214276,72,22,8,9,5
214277,12,17,8,16,8
214278,74,6,6,24,7
214279,35,6,6,10,4
214280,41,5,4,10,5
214281,8,1,1,1,0
214282,9,3,2,2,1
214283,40,13,5,10,4
214284,37,10,5,14,3
214285,43,5,3,4,1
214286,63,23,6,16,8
214287,53,10,7,29,9
214288,58,49,13,21,10
214289,72,67,16,28,10
214290,34,16,6,12,6
214291,48,13,8,47,10
214292,41,24,13,33,1
214293,31,7,4,14,2
214294,30,6,3,13,3
214295,39,7,5,4,1
214296,53,23,13,20,6
214297,24,6,2,3,2
214298,6,1,1,2,1
214299,34,7,7,22,1
214300,53,11,9,16,5
214301,52,39,21,61,10
214302,45,6,4,10,3
214303,69,14,2,3,3
214304,58,7,5,8,3
214305,51,3,3,8,2
214306,63,27,9,21,9
214307,48,15,15,29,2
214308,63,28,16,30,9
214309,40,12,5,7,5
214310,72,38,10,10,1
214311,68,21,13,27,7
214312,6,2,2,11,1
214313,72,17,11,4,4
214314,32,24,10,24,7
214315,72,14,14,82,16
214316,47,25,19,98,9
214317,16,15,10,10,6
214318,17,13,12,56,12
214319,32,15,13,44,10
214320,52,9,9,28,3
214321,68,9,7,14,7
214322,1,1,1,8,6
214323,52,15,12,51,12
214324,62,12,4,22,4
214325,1,2,1,3,2
214326,54,8,8,9,2
214327,43,7,3,12,7
214328,36,6,5,19,3
214329,0,1,0,0,0
214330,7,2,2,2,2
214331,56,16,12,9,3
214332,58,20,11,5,1
214333,31,21,12,27,2
214334,37,12,5,9,4
214335,37,7,6,4,1
214336,33,8,7,14,4
214337,43,12,5,24,4
214338,40,8,3,3,1
214339,16,4,4,13,4
214340,39,2,1,2,2
214341,23,17,15,7,4
214342,65,17,5,14,4
214343,45,8,3,5,2
214344,73,9,9,1,1
214345,40,17,14,45,7
214346,17,7,3,7,2
214347,74,16,15,15,1
214348,74,22,15,19,5
214349,3,3,1,2,1
214350,36,11,6,46,3
214351,73,41,8,10,3
214352,68,4,3,14,6
214353,50,4,3,3,2
214354,74,49,15,14,7
214355,38,29,15,43,11
214356,52,14,10,12,4
214357,38,27,7,38,6
214358,69,16,4,19,6
214359,25,12,12,54,9
214360,72,18,11,20,4
214361,43,17,14,31,12
214362,68,26,7,27,4
214363,64,9,8,10,5
214364,56,16,12,38,7
214365,57,14,7,12,5
214366,71,21,8,16,5
214367,71,10,10,5,4
214368,43,24,9,23,4
214369,0,5,0,0,0
214370,74,33,9,42,8
214371,46,34,9,11,6
214372,61,28,6,9,4
214373,15,11,3,12,2
214374,37,7,6,14,4
214375,51,10,9,16,7
214376,50,14,3,6,2
214377,40,7,6,10,7
214378,61,31,17,40,6
214379,72,8,6,16,3
214380,50,6,4,4,4
214381,34,16,6,6,5
214382,24,13,5,7,4
214383,39,3,3,13,6
214384,63,24,12,7,2
214385,22,11,11,37,2
214386,29,12,2,4,3
214387,31,13,9,13,3
214388,72,16,13,11,5
214389,65,14,11,14,3
214390,33,24,6,66,3
214391,44,11,6,12,1
214392,41,9,1,7,3
214393,43,11,11,46,11
214394,57,2,2,3,2
214395,28,11,5,4,1
214396,40,8,7,21,11
214397,52,8,5,5,3
214398,42,10,10,33,8
214399,39,25,7,11,3
214400,1,1,1,25,7
214401,7,4,4,4,3
214402,0,1,0,0,0
214403,1,1,1,3,1
214404,4,5,4,8,3
214405,1,1,1,1,1
214406,14,3,3,2,1
214407,70,12,12,10,4
214408,34,24,5,23,6
214409,51,4,4,4,2
214410,32,5,3,22,11
214411,69,30,8,14,7
214412,35,5,4,14,1
214413,60,3,3,2,1
214414,21,24,4,4,4
214415,34,10,9,31,3
214416,40,8,2,3,3
214417,65,5,5,13,8
214418,53,10,5,6,3
214419,53,13,6,31,10
214420,28,4,3,25,9
214421,62,13,7,5,3
214422,40,7,7,13,8
214423,62,14,4,4,2
214424,65,21,21,60,3
214425,60,9,6,9,2
214426,36,22,9,7,2
214427,13,4,4,3,1
214428,58,2,2,7,2
214429,55,11,10,17,4
214430,16,5,4,21,6
214431,-1,4,0,0,0
214432,72,39,8,12,5
214433,65,17,15,14,5
214434,48,8,8,10,4
214435,56,17,7,21,8
214436,8,46,4,5,3
214437,1,1,1,4,2
214438,52,25,6,13,6
214439,32,11,5,27,1
214440,48,7,6,18,3
214441,32,7,4,16,4
214442,30,21,3,5,2
214443,49,15,5,12,5
214444,50,14,11,38,4
214445,7,1,1,12,4
214446,45,14,8,22,9
214447,57,7,7,7,3
214448,66,13,8,13,3
214449,33,19,7,11,2
214450,74,28,8,7,5
214451,70,23,11,46,8
214452,15,8,5,9,4
214453,10,5,4,6,2
214454,46,4,2,4,1
214455,0,0,0,0,0
214456,56,11,10,33,6
214457,57,14,13,70,11
214458,29,14,3,2,2
214459,69,8,7,11,6
214460,72,12,7,2,1
214461,14,6,3,5,3
214462,43,44,3,2,1
214463,13,12,11,11,3
214464,50,6,6,12,3
214465,21,4,4,6,1
214466,24,30,7,11,5
214467,40,5,5,10,6
214468,37,72,5,8,3
214469,16,6,3,3,3
214470,74,4,3,17,6
214471,53,28,15,28,11
214472,51,10,7,11,2
214473,73,24,7,14,5
214474,74,2,2,2,1
214475,73,2,2,5,1
214476,48,5,4,9,4
214477,62,13,6,5,2
214478,50,6,6,18,6
214479,54,11,6,18,8
214480,64,7,4,2,1
214481,58,5,4,25,7
214482,60,13,9,46,6
214483,44,14,11,13,5
214484,36,9,9,66,14
214485,28,3,3,9,6
214486,26,20,10,25,11
214487,57,4,1,3,2
214488,46,37,10,20,7
214489,71,14,8,13,8
214490,33,9,7,9,5
214491,37,4,1,1,1
214492,53,35,4,24,6
214493,67,41,12,40,6
214494,51,16,11,18,7
214495,74,5,5,9,6
214496,45,34,10,27,10
214497,54,47,16,30,13
214498,60,20,3,2,2
214499,41,14,7,6,5
214500,64,8,4,7,1
214501,8,1,1,10,2
214502,58,13,7,34,9
214503,42,10,6,7,2
214504,51,13,7,5,2
214505,71,13,12,23,10
214506,26,10,10,18,7
214507,73,9,5,13,2
214508,7,10,1,1,1
214509,72,15,9,5,2
214510,26,7,6,10,4
214511,5,4,3,16,6
214512,62,42,10,15,7
214513,45,36,12,49,8
214514,6,4,3,12,6
214515,36,12,6,6,3
214516,53,32,6,35,6
214517,11,3,1,1,1
214518,38,8,5,15,3
214519,37,9,9,28,8
214520,17,3,3,4,2
214521,25,4,1,1,1
214522,57,19,12,24,5
214523,54,8,6,10,3
214524,74,14,10,9,4
214525,65,7,4,11,5
214526,63,6,5,6,5
214527,29,12,5,16,3
214528,32,9,4,9,2
214529,63,17,11,35,5
214530,62,16,10,16,3
214531,46,8,1,6,2
214532,19,16,9,11,3
214533,21,11,10,50,5
214534,63,13,4,22,7
214535,6,4,3,12,5
214536,64,6,3,10,5
214537,1,7,2,12,2
214538,20,11,6,26,9
214539,61,33,12,29,9
214540,36,6,6,10,6
214541,70,5,4,11,5
214542,52,9,5,5,3
214543,61,26,7,8,6
214544,58,5,5,7,3
214545,17,10,5,6,1
214546,41,12,11,16,5
214547,43,24,15,27,8
214548,36,4,4,15,5
214549,71,5,4,4,2
214550,73,25,7,13,7
214551,39,31,13,26,3
214552,52,6,5,12,2
214553,0,2,1,4,3
214554,-1,1,0,0,0
214555,14,2,2,6,1
214556,68,4,4,8,1
214557,41,14,11,14,5
214558,64,10,9,10,1
214559,5,6,4,6,2
214560,71,16,8,12,4
214561,58,53,6,11,5
214562,55,20,15,43,7
214563,53,25,4,6,4
214564,60,7,3,4,3
214565,37,18,17,29,5
214566,58,18,14,48,10
214567,74,11,7,17,9
214568,32,7,7,12,6
214569,45,13,8,81,14
214570,56,5,5,21,3
214571,52,11,4,15,6
214572,72,9,9,22,6
214573,44,11,5,5,2
214574,74,13,6,33,5
214575,8,4,4,6,2
214576,27,19,7,39,10
214577,61,9,9,38,6
214578,45,19,12,13,5
214579,6,4,4,41,8
214580,73,18,6,12,3
214581,38,5,5,8,2
214582,42,6,3,2,2
214583,8,15,7,27,9
214584,71,28,11,16,7
214585,63,23,8,11,6
214586,69,12,9,15,7
214587,64,8,5,12,7
214588,34,8,7,12,4
214589,59,11,11,25,7
214590,10,2,2,1,1
214591,48,3,2,2,1
214592,41,13,6,8,6
214593,42,30,7,15,6
214594,4,1,1,1,1
214595,14,3,2,8,3
214596,47,18,9,15,4
214597,34,9,9,15,5
214598,59,28,11,16,1
214599,33,12,4,16,4
214600,37,16,3,1,1
214601,49,14,12,18,3
214602,45,13,11,35,6
214603,70,12,10,20,5
214604,1,1,1,8,4
214605,20,5,5,20,2
214606,-1,13,0,0,0
214607,63,19,4,8,3
214608,50,11,9,25,11
214609,53,8,4,16,3
214610,3,1,1,1,1
214611,18,3,2,2,1
214612,61,10,7,20,1
214613,46,6,5,18,3
214614,59,6,6,10,4
214615,1,1,1,1,1
214616,4,3,2,1,1
214617,60,3,3,5,1
214618,25,5,5,12,4
214619,32,25,2,2,2
214620,14,2,2,3,2
214621,63,16,14,19,8
214622,61,4,4,13,5
214623,69,21,11,23,1
214624,0,1,0,0,0
214625,73,10,5,7,6
214626,71,9,8,12,1
214627,35,18,3,5,3
214628,62,10,10,15,2
214629,32,4,4,8,1
214630,53,9,5,4,3
214631,73,12,11,89,14
214632,-1,12,0,0,0
214633,1,4,1,5,3
214634,57,25,9,27,6
214635,46,14,6,10,2
214636,11,3,3,13,2
214637,8,4,3,4,2
214638,60,20,11,47,10
214639,44,8,8,10,5
214640,39,7,7,82,16
214641,32,16,9,24,4
214642,4,6,3,12,4
214643,45,15,5,10,5
214644,59,13,12,26,2
214645,41,14,5,2,2
214646,43,4,3,4,1
214647,48,8,4,11,5
214648,53,5,5,19,7
214649,27,8,4,1,1
214650,0,0,0,0,0
214651,2,9,1,1,1
214652,9,4,3,4,1
214653,22,5,5,38,1
214654,52,10,5,25,5
214655,0,0,0,0,0
214656,28,9,3,5,5
214657,48,4,1,1,1
214658,50,31,17,75,9
214659,3,3,3,12,4
214660,58,11,6,2,1
214661,53,12,8,16,2
214662,56,15,5,9,4
214663,43,4,3,8,5
214664,65,33,12,8,3
214665,36,10,4,6,3
214666,31,26,12,28,6
214667,41,32,21,11,3
214668,40,12,9,47,14
214669,58,28,10,36,7
